;FIG;Weinstock
1596;FIG|691.12.PEG.2476;BA890_RS00585
1597;FIG|691.12.PEG.2477;BA890_RS00580
1598;FIG|691.12.PEG.2478;BA890_RS00575
1599;FIG|691.12.PEG.2479;BA890_RS00570
1600;FIG|691.12.PEG.248;BA890_RS11770
1601;FIG|691.12.PEG.2480;BA890_RS00565
1602;FIG|691.12.PEG.2481;BA890_RS00560
1603;FIG|691.12.PEG.2482;BA890_RS00555
1604;FIG|691.12.PEG.2483;BA890_RS00550
1605;FIG|691.12.PEG.2484;BA890_RS00545
1606;FIG|691.12.PEG.2485;BA890_RS00540
1607;FIG|691.12.PEG.2486;BA890_RS00535
1608;FIG|691.12.PEG.2487;BA890_RS00530
1609;FIG|691.12.PEG.2488;BA890_RS00525
1610;FIG|691.12.PEG.2489;BA890_RS23275
1611;FIG|691.12.PEG.249;BA890_RS11765
1612;FIG|691.12.PEG.2491;BA890_RS00515
1613;FIG|691.12.PEG.2492;BA890_RS00510
1614;FIG|691.12.PEG.2493;BA890_RS00505
1615;FIG|691.12.PEG.2494;BA890_RS00500
1616;FIG|691.12.PEG.2495;BA890_RS00495
1617;FIG|691.12.PEG.2496;BA890_RS00490
1618;FIG|691.12.PEG.2497;BA890_RS00485
1619;FIG|691.12.PEG.2498;BA890_RS00480
1620;FIG|691.12.PEG.2499;BA890_RS00475
1621;FIG|691.12.PEG.25;BA890_RS13960
1622;FIG|691.12.PEG.250;BA890_RS11760
1623;FIG|691.12.PEG.2500;BA890_RS00470
1624;FIG|691.12.PEG.2501;BA890_RS00465
1625;FIG|691.12.PEG.2502;BA890_RS00460
1626;FIG|691.12.PEG.2503;BA890_RS00455
1627;FIG|691.12.PEG.2504;BA890_RS00450
1628;FIG|691.12.PEG.2505;BA890_RS00445
1629;FIG|691.12.PEG.2506;BA890_RS00440
1630;FIG|691.12.PEG.2507;BA890_RS00435
1631;FIG|691.12.PEG.2508;BA890_RS00430
1632;FIG|691.12.PEG.2509;BA890_RS00425
1633;FIG|691.12.PEG.251;BA890_RS11755
1634;FIG|691.12.PEG.2510;BA890_RS00420
1635;FIG|691.12.PEG.2511;BA890_RS00415
1636;FIG|691.12.PEG.2512;BA890_RS00410
1637;FIG|691.12.PEG.2513;BA890_RS00405
1638;FIG|691.12.PEG.2514;BA890_RS00400
1639;FIG|691.12.PEG.2515;BA890_RS00395
1640;FIG|691.12.PEG.2516;BA890_RS00390
1641;FIG|691.12.PEG.2517;BA890_RS00385
1642;FIG|691.12.PEG.2518;BA890_RS00380
1643;FIG|691.12.PEG.2519;BA890_RS00375
1644;FIG|691.12.PEG.252;BA890_RS11750
1645;FIG|691.12.PEG.2520;BA890_RS00370
1646;FIG|691.12.PEG.2521;BA890_RS00365
1647;FIG|691.12.PEG.2522;BA890_RS00360
1648;FIG|691.12.PEG.2523;BA890_RS00355
1649;FIG|691.12.PEG.2525;BA890_RS00345
1650;FIG|691.12.PEG.2526;BA890_RS00340
1651;FIG|691.12.PEG.2527;BA890_RS00335
1652;FIG|691.12.PEG.2528;BA890_RS00330
1653;FIG|691.12.PEG.2529;BA890_RS00325
1654;FIG|691.12.PEG.253;BA890_RS11745
1655;FIG|691.12.PEG.2530;BA890_RS00320
1656;FIG|691.12.PEG.2531;BA890_RS00315
1657;FIG|691.12.PEG.2532;BA890_RS00310
1658;FIG|691.12.PEG.2533;BA890_RS00305
1659;FIG|691.12.PEG.2534;BA890_RS00300
1660;FIG|691.12.PEG.2535;BA890_RS00295
1661;FIG|691.12.PEG.2536;BA890_RS00290
1662;FIG|691.12.PEG.2537;BA890_RS00285
1663;FIG|691.12.PEG.2538;BA890_RS00280
1664;FIG|691.12.PEG.2539;BA890_RS00275
1665;FIG|691.12.PEG.254;BA890_RS11740
1666;FIG|691.12.PEG.2540;BA890_RS00270
1667;FIG|691.12.PEG.2541;BA890_RS00265
1668;FIG|691.12.PEG.2543;BA890_RS00260
1669;FIG|691.12.PEG.2544;BA890_RS00255
1670;FIG|691.12.PEG.2545;BA890_RS00250
1671;FIG|691.12.PEG.2546;BA890_RS00245
1672;FIG|691.12.PEG.2547;BA890_RS00240
1673;FIG|691.12.PEG.2548;BA890_RS00235
1674;FIG|691.12.PEG.2549;BA890_RS00230
1675;FIG|691.12.PEG.255;BA890_RS11735
1676;FIG|691.12.PEG.2550;BA890_RS00225
1677;FIG|691.12.PEG.2551;BA890_RS00215
1678;FIG|691.12.PEG.2552;BA890_RS00185
1679;FIG|691.12.PEG.2553;BA890_RS00180
1680;FIG|691.12.PEG.2554;BA890_RS00175
1681;FIG|691.12.PEG.2555;BA890_RS00170
1682;FIG|691.12.PEG.2556;BA890_RS00165
1683;FIG|691.12.PEG.2558;BA890_RS00160
1684;FIG|691.12.PEG.2559;BA890_RS00155
1685;FIG|691.12.PEG.256;BA890_RS11730
1686;FIG|691.12.PEG.2560;BA890_RS00150
1687;FIG|691.12.PEG.2561;BA890_RS00145
1688;FIG|691.12.PEG.2562;BA890_RS00140
1689;FIG|691.12.PEG.2563;BA890_RS00135
1690;FIG|691.12.PEG.2564;BA890_RS00100
1691;FIG|691.12.PEG.2565;BA890_RS00095
1692;FIG|691.12.PEG.2566;BA890_RS00090
1693;FIG|691.12.PEG.2567;BA890_RS00085
1694;FIG|691.12.PEG.2568;BA890_RS00080
1695;FIG|691.12.PEG.2569;BA890_RS00075
1696;FIG|691.12.PEG.2570;BA890_RS00070
1697;FIG|691.12.PEG.2571;BA890_RS00065
1698;FIG|691.12.PEG.2572;BA890_RS00060
1699;FIG|691.12.PEG.2573;BA890_RS00055
1700;FIG|691.12.PEG.2574;BA890_RS00050
1701;FIG|691.12.PEG.2575;BA890_RS00045
1702;FIG|691.12.PEG.2576;BA890_RS00040
1703;FIG|691.12.PEG.2577;BA890_RS00035
1704;FIG|691.12.PEG.2578;BA890_RS00030
1705;FIG|691.12.PEG.2579;BA890_RS00025
1706;FIG|691.12.PEG.258;BA890_RS11725
1707;FIG|691.12.PEG.2580;BA890_RS00020
1708;FIG|691.12.PEG.2581;BA890_RS00015
1709;FIG|691.12.PEG.2582;BA890_RS00010
1710;FIG|691.12.PEG.2583;BA890_RS00005
1711;FIG|691.12.PEG.2585;BA890_RS14930
1712;FIG|691.12.PEG.2586;BA890_RS14925
1713;FIG|691.12.PEG.2587;BA890_RS14920
1714;FIG|691.12.PEG.2588;BA890_RS14915
1715;FIG|691.12.PEG.2589;BA890_RS14910
1716;FIG|691.12.PEG.259;BA890_RS11720
1717;FIG|691.12.PEG.2590;BA890_RS14905
1718;FIG|691.12.PEG.2591;BA890_RS14900
1719;FIG|691.12.PEG.2592;BA890_RS14895
1720;FIG|691.12.PEG.2594;BA890_RS14890
1721;FIG|691.12.PEG.2595;BA890_RS14885
1722;FIG|691.12.PEG.2596;BA890_RS14880
1723;FIG|691.12.PEG.2597;BA890_RS14875
1724;FIG|691.12.PEG.2598;BA890_RS14870
1725;FIG|691.12.PEG.2599;BA890_RS14865
1726;FIG|691.12.PEG.26;BA890_RS13955
1727;FIG|691.12.PEG.260;BA890_RS11715
1728;FIG|691.12.PEG.2600;BA890_RS14860
1729;FIG|691.12.PEG.2601;BA890_RS14855
1730;FIG|691.12.PEG.2602;BA890_RS14850
1731;FIG|691.12.PEG.2603;BA890_RS14845
1732;FIG|691.12.PEG.2604;BA890_RS14840
1733;FIG|691.12.PEG.2605;BA890_RS14835
1734;FIG|691.12.PEG.2606;BA890_RS14830
1735;FIG|691.12.PEG.2607;BA890_RS14825
1736;FIG|691.12.PEG.2608;BA890_RS14820
1737;FIG|691.12.PEG.2609;BA890_RS14815
1738;FIG|691.12.PEG.261;BA890_RS11710
1739;FIG|691.12.PEG.2610;BA890_RS14810
1740;FIG|691.12.PEG.2611;BA890_RS14805
1741;FIG|691.12.PEG.2612;BA890_RS14800
1742;FIG|691.12.PEG.2613;BA890_RS14795
1743;FIG|691.12.PEG.2615;BA890_RS14790
1744;FIG|691.12.PEG.2616;BA890_RS14785
1745;FIG|691.12.PEG.2617;BA890_RS14780
1746;FIG|691.12.PEG.2618;BA890_RS14775
1747;FIG|691.12.PEG.2619;BA890_RS14770
1748;FIG|691.12.PEG.262;BA890_RS11705
1749;FIG|691.12.PEG.2620;BA890_RS14765
1750;FIG|691.12.PEG.2621;BA890_RS14760
1751;FIG|691.12.PEG.2622;BA890_RS14755
1752;FIG|691.12.PEG.2623;BA890_RS14750
1753;FIG|691.12.PEG.2625;BA890_RS14745
1754;FIG|691.12.PEG.2626;BA890_RS14740
1755;FIG|691.12.PEG.2627;BA890_RS14735
1756;FIG|691.12.PEG.2628;BA890_RS14730
1757;FIG|691.12.PEG.2629;BA890_RS14725
1758;FIG|691.12.PEG.263;BA890_RS11700
1759;FIG|691.12.PEG.2630;BA890_RS14720
1760;FIG|691.12.PEG.2631;BA890_RS14715
1761;FIG|691.12.PEG.2632;BA890_RS14710
1762;FIG|691.12.PEG.2633;BA890_RS14705
1763;FIG|691.12.PEG.2634;BA890_RS14700
1764;FIG|691.12.PEG.2635;BA890_RS14695
1765;FIG|691.12.PEG.2636;BA890_RS14690
1766;FIG|691.12.PEG.2637;BA890_RS14685
1767;FIG|691.12.PEG.2638;BA890_RS14680
1768;FIG|691.12.PEG.2639;BA890_RS14675
1769;FIG|691.12.PEG.264;BA890_RS11695
1770;FIG|691.12.PEG.2640;BA890_RS14670
1771;FIG|691.12.PEG.2641;BA890_RS14665
1772;FIG|691.12.PEG.2642;BA890_RS14660
1773;FIG|691.12.PEG.2643;BA890_RS14655
1774;FIG|691.12.PEG.2644;BA890_RS14605
1775;FIG|691.12.PEG.2645;BA890_RS14600
1776;FIG|691.12.PEG.2646;BA890_RS14595
1777;FIG|691.12.PEG.2647;BA890_RS14590
1778;FIG|691.12.PEG.2648;BA890_RS14585
1779;FIG|691.12.PEG.2649;BA890_RS14580
1780;FIG|691.12.PEG.265;BA890_RS11690
1781;FIG|691.12.PEG.2650;BA890_RS14575
1782;FIG|691.12.PEG.2651;BA890_RS14570
1783;FIG|691.12.PEG.2652;BA890_RS14565
1784;FIG|691.12.PEG.2653;BA890_RS14560
1785;FIG|691.12.PEG.2654;BA890_RS14555
1786;FIG|691.12.PEG.2655;BA890_RS14550
1787;FIG|691.12.PEG.2656;BA890_RS14545
1788;FIG|691.12.PEG.2657;BA890_RS14540
1789;FIG|691.12.PEG.2658;BA890_RS14535
1790;FIG|691.12.PEG.2659;BA890_RS14530
1791;FIG|691.12.PEG.266;BA890_RS11685
1792;FIG|691.12.PEG.2660;BA890_RS14525
1793;FIG|691.12.PEG.2661;BA890_RS14520
1794;FIG|691.12.PEG.2662;BA890_RS14515
1795;FIG|691.12.PEG.2663;BA890_RS14510
1796;FIG|691.12.PEG.2664;BA890_RS14505
1797;FIG|691.12.PEG.2665;BA890_RS14500
1798;FIG|691.12.PEG.2666;BA890_RS14495
1799;FIG|691.12.PEG.2667;BA890_RS14490
1800;FIG|691.12.PEG.2668;BA890_RS14485
1801;FIG|691.12.PEG.2669;BA890_RS14480
1802;FIG|691.12.PEG.267;BA890_RS11680
1803;FIG|691.12.PEG.2670;BA890_RS14475
1804;FIG|691.12.PEG.2671;BA890_RS14470
1805;FIG|691.12.PEG.2672;BA890_RS14465
1806;FIG|691.12.PEG.2673;BA890_RS14460
1807;FIG|691.12.PEG.2674;BA890_RS14455
1808;FIG|691.12.PEG.2675;BA890_RS14450
1809;FIG|691.12.PEG.2677;BA890_RS23510
1810;FIG|691.12.PEG.2678;BA890_RS14405
1811;FIG|691.12.PEG.2679;BA890_RS14400
1812;FIG|691.12.PEG.268;BA890_RS11675
1813;FIG|691.12.PEG.2680;BA890_RS14395
1814;FIG|691.12.PEG.2681;BA890_RS14390
1815;FIG|691.12.PEG.2682;BA890_RS14385
1816;FIG|691.12.PEG.2683;BA890_RS14380
1817;FIG|691.12.PEG.2685;BA890_RS14375
1818;FIG|691.12.PEG.2686;BA890_RS14370
1819;FIG|691.12.PEG.2687;BA890_RS14365
1820;FIG|691.12.PEG.2688;BA890_RS14360
1821;FIG|691.12.PEG.2689;BA890_RS14355
1822;FIG|691.12.PEG.269;BA890_RS11670
1823;FIG|691.12.PEG.2690;BA890_RS14350
1824;FIG|691.12.PEG.2691;BA890_RS14345
1825;FIG|691.12.PEG.2692;BA890_RS14340
1826;FIG|691.12.PEG.2693;BA890_RS14335
1827;FIG|691.12.PEG.2694;BA890_RS14330
1828;FIG|691.12.PEG.2695;BA890_RS14325
1829;FIG|691.12.PEG.2696;BA890_RS14320
1830;FIG|691.12.PEG.2697;BA890_RS14315
1831;FIG|691.12.PEG.2698;BA890_RS14310
1832;FIG|691.12.PEG.2699;BA890_RS14305
1833;FIG|691.12.PEG.27;BA890_RS13950
1834;FIG|691.12.PEG.270;BA890_RS11665
1835;FIG|691.12.PEG.2700;BA890_RS14300
1836;FIG|691.12.PEG.2701;BA890_RS14295
1837;FIG|691.12.PEG.2702;BA890_RS14290
1838;FIG|691.12.PEG.2703;BA890_RS14285
1839;FIG|691.12.PEG.2704;BA890_RS14280
1840;FIG|691.12.PEG.2705;BA890_RS14275
1841;FIG|691.12.PEG.2706;BA890_RS14270
1842;FIG|691.12.PEG.2707;BA890_RS14265
1843;FIG|691.12.PEG.2708;BA890_RS14260
1844;FIG|691.12.PEG.2709;BA890_RS14255
1845;FIG|691.12.PEG.271;BA890_RS11660
1846;FIG|691.12.PEG.2710;BA890_RS14250
1847;FIG|691.12.PEG.2711;BA890_RS14245
1848;FIG|691.12.PEG.2712;BA890_RS14240
1849;FIG|691.12.PEG.2713;BA890_RS14235
1850;FIG|691.12.PEG.2714;BA890_RS14230
1851;FIG|691.12.PEG.2715;BA890_RS14225
1852;FIG|691.12.PEG.2716;BA890_RS14220
1853;FIG|691.12.PEG.2717;BA890_RS14215
1854;FIG|691.12.PEG.2718;BA890_RS14210
1855;FIG|691.12.PEG.2719;BA890_RS14205
1856;FIG|691.12.PEG.272;BA890_RS11655
1857;FIG|691.12.PEG.2720;BA890_RS14200
1858;FIG|691.12.PEG.2721;BA890_RS14195
1859;FIG|691.12.PEG.2722;BA890_RS14190
1860;FIG|691.12.PEG.2723;BA890_RS14185
1861;FIG|691.12.PEG.2724;BA890_RS14180
1862;FIG|691.12.PEG.2725;BA890_RS14175
1863;FIG|691.12.PEG.2726;BA890_RS14170
1864;FIG|691.12.PEG.2727;BA890_RS14165
1865;FIG|691.12.PEG.2728;BA890_RS14160
1866;FIG|691.12.PEG.273;BA890_RS11650
1867;FIG|691.12.PEG.2730;BA890_RS13895
1868;FIG|691.12.PEG.2731;BA890_RS13890
1869;FIG|691.12.PEG.2732;BA890_RS13885
1870;FIG|691.12.PEG.2733;BA890_RS13880
1871;FIG|691.12.PEG.2734;BA890_RS13875
1872;FIG|691.12.PEG.2735;BA890_RS13870
1873;FIG|691.12.PEG.2736;BA890_RS13865
1874;FIG|691.12.PEG.2737;BA890_RS13860
1875;FIG|691.12.PEG.2738;BA890_RS13855
1876;FIG|691.12.PEG.2739;BA890_RS13850
1877;FIG|691.12.PEG.274;BA890_RS11635
1878;FIG|691.12.PEG.2740;BA890_RS13845
1879;FIG|691.12.PEG.2741;BA890_RS13840
1880;FIG|691.12.PEG.2742;BA890_RS13835
1881;FIG|691.12.PEG.2743;BA890_RS13830
1882;FIG|691.12.PEG.2744;BA890_RS13825
1883;FIG|691.12.PEG.2745;BA890_RS13820
1884;FIG|691.12.PEG.2746;BA890_RS13815
1885;FIG|691.12.PEG.2747;BA890_RS13810
1886;FIG|691.12.PEG.2748;BA890_RS13805
1887;FIG|691.12.PEG.2749;BA890_RS13800
1888;FIG|691.12.PEG.275;BA890_RS11630
1889;FIG|691.12.PEG.2750;BA890_RS13795
1890;FIG|691.12.PEG.2751;BA890_RS13790
1891;FIG|691.12.PEG.2752;BA890_RS13785
1892;FIG|691.12.PEG.2753;BA890_RS13780
1893;FIG|691.12.PEG.2754;BA890_RS13775
1894;FIG|691.12.PEG.2755;BA890_RS13770
1895;FIG|691.12.PEG.2757;BA890_RS13765
1896;FIG|691.12.PEG.2758;BA890_RS13760
1897;FIG|691.12.PEG.2759;BA890_RS13755
1898;FIG|691.12.PEG.276;BA890_RS11625
1899;FIG|691.12.PEG.2760;BA890_RS13750
1900;FIG|691.12.PEG.2761;BA890_RS13745
1901;FIG|691.12.PEG.2762;BA890_RS13740
1902;FIG|691.12.PEG.2763;BA890_RS13735
1903;FIG|691.12.PEG.2764;BA890_RS13730
1904;FIG|691.12.PEG.2765;BA890_RS13725
1905;FIG|691.12.PEG.2766;BA890_RS13720
1906;FIG|691.12.PEG.2768;BA890_RS13710
1907;FIG|691.12.PEG.2769;BA890_RS13705
1908;FIG|691.12.PEG.277;BA890_RS11620
1909;FIG|691.12.PEG.2771;BA890_RS13700
1910;FIG|691.12.PEG.2772;BA890_RS13695
1911;FIG|691.12.PEG.2773;BA890_RS13690
1912;FIG|691.12.PEG.2774;BA890_RS13685
1913;FIG|691.12.PEG.2775;BA890_RS13680
1914;FIG|691.12.PEG.2776;BA890_RS13675
1915;FIG|691.12.PEG.2777;BA890_RS13670
1916;FIG|691.12.PEG.2778;BA890_RS13665
1917;FIG|691.12.PEG.2779;BA890_RS13660
1918;FIG|691.12.PEG.278;BA890_RS11615
1919;FIG|691.12.PEG.2780;BA890_RS13655
1920;FIG|691.12.PEG.2781;BA890_RS13650
1921;FIG|691.12.PEG.2782;BA890_RS13645
1922;FIG|691.12.PEG.2783;BA890_RS13640
1923;FIG|691.12.PEG.2784;BA890_RS13635
1924;FIG|691.12.PEG.2785;BA890_RS13630
1925;FIG|691.12.PEG.2786;BA890_RS13625
1926;FIG|691.12.PEG.2787;BA890_RS13620
1927;FIG|691.12.PEG.2788;BA890_RS13615
1928;FIG|691.12.PEG.2789;BA890_RS13610
1929;FIG|691.12.PEG.279;BA890_RS11610
1930;FIG|691.12.PEG.2790;BA890_RS13605
1931;FIG|691.12.PEG.2791;BA890_RS13600
1932;FIG|691.12.PEG.2792;BA890_RS13595
1933;FIG|691.12.PEG.2793;BA890_RS13590
1934;FIG|691.12.PEG.2794;BA890_RS13585
1935;FIG|691.12.PEG.2795;BA890_RS13520
1936;FIG|691.12.PEG.2796;BA890_RS13515
1937;FIG|691.12.PEG.2797;BA890_RS13510
1938;FIG|691.12.PEG.2798;BA890_RS13505
1939;FIG|691.12.PEG.2799;BA890_RS13500
1940;FIG|691.12.PEG.28;BA890_RS13945
1941;FIG|691.12.PEG.280;BA890_RS11605
1942;FIG|691.12.PEG.2800;BA890_RS13495
1943;FIG|691.12.PEG.2801;BA890_RS13490
1944;FIG|691.12.PEG.2802;BA890_RS13485
1945;FIG|691.12.PEG.2803;BA890_RS13480
1946;FIG|691.12.PEG.2804;BA890_RS13475
1947;FIG|691.12.PEG.2805;BA890_RS13470
1948;FIG|691.12.PEG.2806;BA890_RS13465
1949;FIG|691.12.PEG.2807;BA890_RS13460
1950;FIG|691.12.PEG.2808;BA890_RS13455
1951;FIG|691.12.PEG.2809;BA890_RS13450
1952;FIG|691.12.PEG.281;BA890_RS11600
1953;FIG|691.12.PEG.2810;BA890_RS13445
1954;FIG|691.12.PEG.2811;BA890_RS13440
1955;FIG|691.12.PEG.2812;BA890_RS13435
1956;FIG|691.12.PEG.2813;BA890_RS13430
1957;FIG|691.12.PEG.2814;BA890_RS13425
1958;FIG|691.12.PEG.2815;BA890_RS13420
1959;FIG|691.12.PEG.2816;BA890_RS13415
1960;FIG|691.12.PEG.2817;BA890_RS13410
1961;FIG|691.12.PEG.2818;BA890_RS13405
1962;FIG|691.12.PEG.2819;BA890_RS13400
1963;FIG|691.12.PEG.282;BA890_RS11595
1964;FIG|691.12.PEG.2820;BA890_RS13395
1965;FIG|691.12.PEG.2821;BA890_RS13390
1966;FIG|691.12.PEG.2822;BA890_RS13385
1967;FIG|691.12.PEG.2823;BA890_RS13380
1968;FIG|691.12.PEG.2824;BA890_RS13375
1969;FIG|691.12.PEG.2825;BA890_RS13370
1970;FIG|691.12.PEG.2826;BA890_RS13365
1971;FIG|691.12.PEG.2827;BA890_RS13360
1972;FIG|691.12.PEG.2828;BA890_RS13355
1973;FIG|691.12.PEG.2829;BA890_RS13350
1974;FIG|691.12.PEG.283;BA890_RS11590
1975;FIG|691.12.PEG.2830;BA890_RS13345
1976;FIG|691.12.PEG.2831;BA890_RS13340
1977;FIG|691.12.PEG.2832;BA890_RS13335
1978;FIG|691.12.PEG.2833;BA890_RS13330
1979;FIG|691.12.PEG.2834;BA890_RS13325
1980;FIG|691.12.PEG.2835;BA890_RS13320
1981;FIG|691.12.PEG.2836;BA890_RS13315
1982;FIG|691.12.PEG.2837;BA890_RS13310
1983;FIG|691.12.PEG.2838;BA890_RS13305
1984;FIG|691.12.PEG.2839;BA890_RS13300
1985;FIG|691.12.PEG.284;BA890_RS11585
1986;FIG|691.12.PEG.2840;BA890_RS13295
1987;FIG|691.12.PEG.2841;BA890_RS13290
1988;FIG|691.12.PEG.2842;BA890_RS13285
1989;FIG|691.12.PEG.2843;BA890_RS13280
1990;FIG|691.12.PEG.2844;BA890_RS13275
1991;FIG|691.12.PEG.2845;BA890_RS13270
1992;FIG|691.12.PEG.2846;BA890_RS13265
1993;FIG|691.12.PEG.2848;BA890_RS13260
1994;FIG|691.12.PEG.2849;BA890_RS13255
1995;FIG|691.12.PEG.285;BA890_RS11580
1996;FIG|691.12.PEG.2850;BA890_RS13250
1997;FIG|691.12.PEG.2851;BA890_RS13245
1998;FIG|691.12.PEG.2852;BA890_RS13240
1999;FIG|691.12.PEG.2853;BA890_RS13235
2000;FIG|691.12.PEG.2854;BA890_RS13230
2001;FIG|691.12.PEG.2855;BA890_RS13225
2002;FIG|691.12.PEG.2856;BA890_RS13220
2003;FIG|691.12.PEG.2857;BA890_RS13215
2004;FIG|691.12.PEG.2858;BA890_RS13210
2005;FIG|691.12.PEG.2859;BA890_RS13205
2006;FIG|691.12.PEG.286;BA890_RS11575
2007;FIG|691.12.PEG.2860;BA890_RS13200
2008;FIG|691.12.PEG.2861;BA890_RS13195
2009;FIG|691.12.PEG.2862;BA890_RS13190
2010;FIG|691.12.PEG.2863;BA890_RS13185
2011;FIG|691.12.PEG.2864;BA890_RS13180
2012;FIG|691.12.PEG.2865;BA890_RS13175
2013;FIG|691.12.PEG.2866;BA890_RS13170
2014;FIG|691.12.PEG.2867;BA890_RS13165
2015;FIG|691.12.PEG.2868;BA890_RS13160
2016;FIG|691.12.PEG.2869;BA890_RS13155
2017;FIG|691.12.PEG.287;BA890_RS11570
2018;FIG|691.12.PEG.2870;BA890_RS13150
2019;FIG|691.12.PEG.2871;BA890_RS13145
2020;FIG|691.12.PEG.2872;BA890_RS13140
2021;FIG|691.12.PEG.2873;BA890_RS13135
2022;FIG|691.12.PEG.2874;BA890_RS13130
2023;FIG|691.12.PEG.2875;BA890_RS13125
2024;FIG|691.12.PEG.2876;BA890_RS13120
2025;FIG|691.12.PEG.2877;BA890_RS13115
2026;FIG|691.12.PEG.2878;BA890_RS13110
2027;FIG|691.12.PEG.2879;BA890_RS13105
2028;FIG|691.12.PEG.288;BA890_RS11565
2029;FIG|691.12.PEG.2880;BA890_RS13100
2030;FIG|691.12.PEG.2881;BA890_RS13095
2031;FIG|691.12.PEG.2882;BA890_RS13090
2032;FIG|691.12.PEG.2883;BA890_RS13085
2033;FIG|691.12.PEG.2884;BA890_RS13080
2034;FIG|691.12.PEG.2885;BA890_RS18830
2035;FIG|691.12.PEG.2886;BA890_RS18835
2036;FIG|691.12.PEG.2887;BA890_RS18840
2037;FIG|691.12.PEG.2888;BA890_RS18845
2038;FIG|691.12.PEG.2889;BA890_RS18850
2039;FIG|691.12.PEG.289;BA890_RS11560
2040;FIG|691.12.PEG.2890;BA890_RS18855
2041;FIG|691.12.PEG.2891;BA890_RS18860
2042;FIG|691.12.PEG.2892;BA890_RS18865
2043;FIG|691.12.PEG.2893;BA890_RS18870
2044;FIG|691.12.PEG.2894;BA890_RS18875
2045;FIG|691.12.PEG.2895;BA890_RS18885
2046;FIG|691.12.PEG.2896;BA890_RS18890
2047;FIG|691.12.PEG.2897;BA890_RS18895
2048;FIG|691.12.PEG.2898;BA890_RS18900
2049;FIG|691.12.PEG.29;BA890_RS23480
2050;FIG|691.12.PEG.290;BA890_RS11555
2051;FIG|691.12.PEG.2900;BA890_RS18905
2052;FIG|691.12.PEG.2901;BA890_RS18910
2053;FIG|691.12.PEG.2902;BA890_RS18915
2054;FIG|691.12.PEG.2903;BA890_RS18920
2055;FIG|691.12.PEG.2904;BA890_RS18925
2056;FIG|691.12.PEG.2905;BA890_RS18930
2057;FIG|691.12.PEG.2906;BA890_RS18935
2058;FIG|691.12.PEG.2907;BA890_RS18940
2059;FIG|691.12.PEG.2908;BA890_RS18945
2060;FIG|691.12.PEG.2909;BA890_RS18950
2061;FIG|691.12.PEG.291;BA890_RS11550
2062;FIG|691.12.PEG.2910;BA890_RS18955
2063;FIG|691.12.PEG.2911;BA890_RS18960
2064;FIG|691.12.PEG.2912;BA890_RS18965
2065;FIG|691.12.PEG.2913;BA890_RS18970
2066;FIG|691.12.PEG.2914;BA890_RS18975
2067;FIG|691.12.PEG.2915;BA890_RS18980
2068;FIG|691.12.PEG.2916;BA890_RS18985
2069;FIG|691.12.PEG.2917;BA890_RS18990
2070;FIG|691.12.PEG.2918;BA890_RS18995
2071;FIG|691.12.PEG.2919;BA890_RS19000
2072;FIG|691.12.PEG.292;BA890_RS11545
2073;FIG|691.12.PEG.2920;BA890_RS19005
2074;FIG|691.12.PEG.2921;BA890_RS19010
2075;FIG|691.12.PEG.2922;BA890_RS19015
2076;FIG|691.12.PEG.2923;BA890_RS19020
2077;FIG|691.12.PEG.2924;BA890_RS19025
2078;FIG|691.12.PEG.2925;BA890_RS19030
2079;FIG|691.12.PEG.2926;BA890_RS19035
2080;FIG|691.12.PEG.2927;BA890_RS19040
2081;FIG|691.12.PEG.2928;BA890_RS19045
2082;FIG|691.12.PEG.2929;BA890_RS19050
2083;FIG|691.12.PEG.293;BA890_RS11540
2084;FIG|691.12.PEG.2930;BA890_RS19055
2085;FIG|691.12.PEG.2931;BA890_RS19060
2086;FIG|691.12.PEG.2932;BA890_RS19065
2087;FIG|691.12.PEG.2933;BA890_RS19070
2088;FIG|691.12.PEG.2934;BA890_RS19075
2089;FIG|691.12.PEG.2935;BA890_RS19080
2090;FIG|691.12.PEG.2936;BA890_RS19085
2091;FIG|691.12.PEG.2937;BA890_RS19090
2092;FIG|691.12.PEG.2938;BA890_RS19095
2093;FIG|691.12.PEG.2939;BA890_RS19100
2094;FIG|691.12.PEG.294;BA890_RS11535
2095;FIG|691.12.PEG.2940;BA890_RS19105
2096;FIG|691.12.PEG.2941;BA890_RS19110
2097;FIG|691.12.PEG.2942;BA890_RS19115
2098;FIG|691.12.PEG.2943;BA890_RS19120
2099;FIG|691.12.PEG.2944;BA890_RS19125
2100;FIG|691.12.PEG.2945;BA890_RS19130
2101;FIG|691.12.PEG.2946;BA890_RS19135
2102;FIG|691.12.PEG.2947;BA890_RS19140
2103;FIG|691.12.PEG.2948;BA890_RS19145
2104;FIG|691.12.PEG.2949;BA890_RS19150
2105;FIG|691.12.PEG.295;BA890_RS11530
2106;FIG|691.12.PEG.2950;BA890_RS19155
2107;FIG|691.12.PEG.2951;BA890_RS19160
2108;FIG|691.12.PEG.2952;BA890_RS19165
2109;FIG|691.12.PEG.2953;BA890_RS19170
2110;FIG|691.12.PEG.2954;BA890_RS19175
2111;FIG|691.12.PEG.2955;BA890_RS19180
2112;FIG|691.12.PEG.2956;BA890_RS19185
2113;FIG|691.12.PEG.2957;BA890_RS19190
2114;FIG|691.12.PEG.2958;BA890_RS19195
2115;FIG|691.12.PEG.2959;BA890_RS19200
